geneID	Chr	Strand	Gene.name	Gene.type	Description	NExons	gene.LR	P.Value	FDR
ENSG00000103197	16	+	TSC2	protein_coding	TSC complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:12363]	169	228.755198242972	0.00127253665082977	0.0311096876761082
ENSG00000143363	1	+	PRUNE1	protein_coding	prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]	27	53.2148105111529	0.00127344658670105	0.0311096876761082
ENSG00000154975	17	-	CA10	protein_coding	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]	9	25.486343469528	0.00128526799134563	0.0313464946697227
ENSG00000285053	1	+	TBCE	protein_coding	tubulin folding cofactor E [Source:HGNC Symbol;Acc:HGNC:11582]	42	73.720984367679	0.00129135686966274	0.0314429389206642
ENSG00000137868	15	-	STRA6	protein_coding	stimulated by retinoic acid 6 [Source:HGNC Symbol;Acc:HGNC:30650]	50	84.1912783280095	0.00131316606736256	0.0319212035285773
ENSG00000106628	7	-	POLD2	protein_coding	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	42	73.6431033155923	0.00131654099922156	0.0319505197026898
ENSG00000100813	14	-	ACIN1	protein_coding	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]	60	97.0618509083054	0.0013205096842124	0.0319941252600869
ENSG00000107872	10	+	FBXL15	protein_coding	F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]	11	28.8091107593475	0.00133784080431604	0.0323608093405249
ENSG00000137818	15	+	RPLP1	protein_coding	ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]	11	28.7879353295868	0.00134841952304854	0.03254674129086
ENSG00000105246	19	+	EBI3	protein_coding	Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]	3	13.2153809318694	0.00134994629887417	0.03254674129086
ENSG00000198146	15	-	ZNF770	protein_coding	zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]	5	17.7846278416443	0.00135961210497247	0.0327262188208324
ENSG00000050767	5	-	COL23A1	protein_coding	collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]	32	59.9179288073196	0.00138014998042503	0.0331663774251895
ENSG00000138668	4	-	HNRNPD	protein_coding	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	27	52.8710690879309	0.0014052901957318	0.0337155209663275
ENSG00000071859	X	+	FAM50A	protein_coding	family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]	23	47.1317968418632	0.00141065976779379	0.0337537804071991
ENSG00000198925	2	-	ATG9A	protein_coding	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]	53	87.772397513248	0.00141146756709216	0.0337537804071991
ENSG00000165238	9	+	WNK2	protein_coding	WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14542]	54	88.9898121556648	0.00143523718531019	0.0342665785685647
ENSG00000117411	1	+	B4GALT2	protein_coding	beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]	15	35.0107248127579	0.00146465764817896	0.0349124139406541
ENSG00000056998	X	+	GYG2	protein_coding	glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]	23	46.9894130964491	0.00147230374149094	0.035037974823753
ENSG00000180370	3	+	PAK2	protein_coding	p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]	18	39.58164201334	0.00148204198832435	0.0351960782257462
ENSG00000144895	3	+	EIF2A	protein_coding	eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254]	46	78.4403729738062	0.00148383491879356	0.0351960782257462
ENSG00000140464	15	+	PML	protein_coding	promyelocytic leukemia [Source:HGNC Symbol;Acc:HGNC:9113]	40	70.4887354843068	0.00148611504014759	0.0351960782257462
ENSG00000117020	1	-	AKT3	protein_coding	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]	23	46.9310799292908	0.00149829594398515	0.035427604415482
ENSG00000160294	21	-	MCM3AP	protein_coding	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]	42	73.0955796731893	0.00150719913298146	0.0355810103012018
ENSG00000149136	11	-	SSRP1	protein_coding	structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]	27	52.5705746891007	0.0015311330884271	0.0360319033210129
ENSG00000143401	1	-	ANP32E	protein_coding	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]	25	49.7324638268818	0.00153119078670519	0.0360319033210129
ENSG00000285708	3	-	AC097634.4	protein_coding	novel protein	24	48.2935707597826	0.00153424831238474	0.0360462709565224
ENSG00000285816	11	+	AP000944.5	protein_coding	novel protein, POLA2-CDC42EP2 readthrough	18	39.4354689311322	0.00155365031442624	0.0364439853213582
ENSG00000266953	19	+	AC092073.1	protein_coding	novel protein, readthrough between GPI and PDCD2	7	21.3952534932221	0.00155742658658884	0.0364744849714469
ENSG00000143889	2	-	HNRNPLL	protein_coding	heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]	35	63.53946968918	0.00157021878748733	0.0367157031086919
ENSG00000172840	16	+	PDP2	protein_coding	pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]	10	26.676842847318	0.00158163819008762	0.03692410804783
ENSG00000142303	19	-	ADAMTS10	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]	43	74.2138088882746	0.00158532032092844	0.036951508936071
ENSG00000048162	5	-	NOP16	protein_coding	NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]	25	49.5862092593342	0.00159790896666531	0.037141466912948
ENSG00000182378	X	+	PLCXD1	protein_coding	phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]	20	42.3315091510914	0.00159851266192445	0.037141466912948
ENSG00000213853	16	-	EMP2	protein_coding	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	8	23.089976300025	0.00164417779345404	0.038142335551766
ENSG00000001631	7	-	KRIT1	protein_coding	KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]	48	80.6146567096564	0.0016470388897651	0.0381486318948581
ENSG00000135919	2	-	SERPINE2	protein_coding	serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]	23	46.6001632845885	0.00165425846123068	0.0382557007729814
ENSG00000037757	19	+	MRI1	protein_coding	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]	10	26.5348598609059	0.00166914415086345	0.0385394396338079
ENSG00000138069	2	-	RAB1A	protein_coding	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]	14	33.0424370923977	0.00167917859212091	0.0387104535845588
ENSG00000166272	10	+	WBP1L	protein_coding	WW domain binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:23510]	6	19.2964204650129	0.00169242443852816	0.0389548506311848
ENSG00000260807	16	-	AC009041.2	lncRNA	novel transcript	21	43.5915962533526	0.00170631832605901	0.039213377942551
ENSG00000139826	13	+	ABHD13	protein_coding	abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]	2	9.82863859580312	0.00171815472433627	0.0394238897884697
ENSG00000157404	4	+	KIT	protein_coding	KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]	26	50.73694603662	0.00172707076354732	0.039544924516367
ENSG00000109881	11	-	CCDC34	protein_coding	coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]	10	26.4421541591385	0.00172879854650332	0.039544924516367
ENSG00000101076	20	+	HNF4A	protein_coding	hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024]	13	31.3483898385533	0.00174274927124314	0.0398022318057097
ENSG00000256646	7	-	AC010132.3	protein_coding	novel PSMA2 and C7orf25 readthrough	11	28.087367183979	0.00174800408500013	0.0398604460930912
ENSG00000204962	5	+	PCDHA8	protein_coding	protocadherin alpha 8 [Source:HGNC Symbol;Acc:HGNC:8674]	5	17.1874881527785	0.001777348114209	0.0404669475585979
ENSG00000182774	15	-	RPS17	protein_coding	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]	22	44.8894428161673	0.00179076087513401	0.0406897778541727
ENSG00000198056	12	-	PRIM1	protein_coding	DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]	32	58.9375952384863	0.00179693529172601	0.0406897778541727
ENSG00000152926	7	-	ZNF117	protein_coding	zinc finger protein 117 [Source:HGNC Symbol;Acc:HGNC:12897]	11	28.0123205416254	0.00179706754078231	0.0406897778541727
ENSG00000184792	22	+	OSBP2	protein_coding	oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]	35	63.0181656173718	0.00179854475623552	0.0406897778541727
ENSG00000168994	6	-	PXDC1	protein_coding	PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]	9	24.6222045318143	0.00180094597521693	0.0406897778541727
ENSG00000004455	1	-	AK2	protein_coding	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	38	66.9952331328498	0.00182592188292919	0.0411908962594638
ENSG00000070081	11	+	NUCB2	protein_coding	nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]	42	72.2734456417331	0.00184326065677335	0.0414793916785365
ENSG00000175567	11	-	UCP2	protein_coding	uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]	20	41.8718571128746	0.00184434196927849	0.0414793916785365
ENSG00000146963	7	+	LUC7L2	protein_coding	LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]	24	47.6438311637691	0.00185763680083553	0.0417147068797381
ENSG00000281348	16	+	AC120114.4	protein_coding	novel protein	3	12.5604831517282	0.00187294808051542	0.0419560957243516
ENSG00000176533	19	-	GNG7	protein_coding	G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]	3	12.5580412703616	0.00187523623559121	0.0419560957243516
ENSG00000197111	12	+	PCBP2	protein_coding	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]	60	95.4368210136517	0.00187693076385498	0.0419560957243516
ENSG00000213694	9	+	S1PR3	protein_coding	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	6	19.0144024039435	0.00191029985475067	0.0426373138792911
ENSG00000151490	12	+	PTPRO	protein_coding	protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]	39	68.1385829295198	0.00191572525748639	0.0426937197700939
ENSG00000169217	16	-	CD2BP2	protein_coding	CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]	11	27.8060477029271	0.00193889523787721	0.0431448123099233
ENSG00000196419	22	+	XRCC6	protein_coding	X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]	24	47.4677577894028	0.0019558999169508	0.0434565271670171
ENSG00000160213	21	-	CSTB	protein_coding	cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]	7	20.8415618113475	0.00195880347830421	0.0434565271670171
ENSG00000186174	11	-	BCL9L	protein_coding	BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688]	18	38.6915131030044	0.00197268704373622	0.0436987260771101
ENSG00000138081	2	-	FBXO11	protein_coding	F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]	36	63.9893400440614	0.00198230068639786	0.0438457528698602
ENSG00000182149	16	+	IST1	protein_coding	IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]	58	92.6294252366114	0.00198958920372843	0.043940987346512
ENSG00000131051	20	-	RBM39	protein_coding	RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]	93	135.923996778083	0.00199680171561865	0.0440342605879916
ENSG00000099338	19	+	CATSPERG	protein_coding	cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]	3	12.4078704342157	0.00202146007935853	0.0445114027339767
ENSG00000038219	4	-	BOD1L1	protein_coding	biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]	36	63.8850157804728	0.00203586435689534	0.0447616684200376
ENSG00000160633	19	+	SAFB	protein_coding	scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]	46	77.0804990839999	0.00204699844163933	0.0449393949981953
ENSG00000150687	11	+	PRSS23	protein_coding	serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]	8	22.5288384013841	0.00205819096566426	0.0450935294641789
ENSG00000273734	19	+	AC005258.1	protein_coding	novel protein, readthrough between OAZ1 and SPPL2B	8	22.5264649743977	0.00206014156061315	0.0450935294641789
ENSG00000163879	1	+	DNALI1	protein_coding	dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]	15	33.9692935034474	0.00208384556844946	0.0455447018825357
ENSG00000114062	15	-	UBE3A	protein_coding	ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]	60	94.9268829200678	0.00209278265405073	0.0456722685582538
ENSG00000275700	17	+	AATF	protein_coding	apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]	26	50.0204469260852	0.00211881735088393	0.0461720390471467
ENSG00000124491	6	-	F13A1	protein_coding	coagulation factor XIII A chain [Source:HGNC Symbol;Acc:HGNC:3531]	23	45.6575809428762	0.0021880975921889	0.0476113229402284
ENSG00000138867	22	-	GUCD1	protein_coding	guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]	30	55.4350848596544	0.00220345395690307	0.0478318715892512
ENSG00000100330	22	+	MTMR3	protein_coding	myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]	43	72.8470599250473	0.00220472750044814	0.0478318715892512
ENSG00000259431	14	+	THTPA	protein_coding	thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987]	17	36.7984686462009	0.002238421260196	0.0484398821257019
ENSG00000183020	11	+	AP2A2	protein_coding	adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]	59	93.3453190631158	0.00223932928705471	0.0484398821257019
ENSG00000198589	4	-	LRBA	protein_coding	LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]	85	125.532361395291	0.00225644881081951	0.0487386325985076
ENSG00000244045	17	+	TMEM199	protein_coding	transmembrane protein 199 [Source:HGNC Symbol;Acc:HGNC:18085]	21	42.6356083084641	0.00228340367472029	0.0492486376754093
ENSG00000183431	1	-	SF3A3	protein_coding	splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]	30	55.2900113359994	0.00229151856103908	0.0493514033957116
ENSG00000077254	1	-	USP33	protein_coding	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]	56	89.4054382497109	0.00230722310413029	0.0496170854699903
ENSG00000148843	10	+	PDCD11	protein_coding	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]	48	79.1259289965909	0.00232493380935478	0.0499250728070049
ENSG00000166704	19	-	ZNF606	protein_coding	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]	19	39.6465585529836	0.00233120788203039	0.0499869334937258
